source, interaction, target
Apis mellifera, visitsFlowersOf , Allium sphaerocephalon 
Apis mellifera, visitsFlowersOf , Tulipa sylvestris 
Apis mellifera, visitsFlowersOf , Hyacinthus orientalis 
Apis mellifera, visitsFlowersOf , Cirsium eriophorum 
Apis mellifera, visitsFlowersOf , Succisa pratensis 
Apis mellifera, visitsFlowersOf , Aster tripolium 
Apis mellifera, visitsFlowersOf , Rubus spectabilis 
Apis mellifera, visitsFlowersOf , Cotoneaster simonsii 
Apis mellifera, visitsFlowersOf , Salix viminalis 
Apis mellifera, visitsFlowersOf , Persicaria lapathifolia 
Apis mellifera, visitsFlowersOf , Senecio jacobaea 
Apis mellifera, visitsFlowersOf , Oenanthe pimpinelloides 
Apis mellifera, visitsFlowersOf , Erica cinerea 
Apis mellifera, visitsFlowersOf , Persicaria maculosa 
Apis mellifera, visitsFlowersOf , Symphytum officinale 
Apis mellifera, visitsFlowersOf , Tanacetum parthenium 
Apis mellifera, visitsFlowersOf , Hesperis matronalis 
Apis mellifera, visitsFlowersOf , Erica vagans 
Apis mellifera, visitsFlowersOf , Pulicaria dysenterica 
Apis mellifera, visitsFlowersOf , Geranium endressii 
Apis mellifera, visitsFlowersOf , Lamium album 
Apis mellifera, visitsFlowersOf , Linnaea amabilis 
Apis mellifera, visits , Convolvulus arvensis 
Apis mellifera, visits , Solanum elaeagnifolium 
Apis mellifera, pollinates , Cardaria draba 
Apis mellifera, pollinates , Ludwigia grandiflora 
Apis mellifera, pollinates , Pieris japonica 
Apis mellifera, pollinates , Pilosella officinarum 
Apis mellifera, pollinates , Cornus sericea 
Apis mellifera, pollinates , Salvia verbenaca 
Apis mellifera, pollinates , Hepatica nobilis 
Apis mellifera, pollinates , Chondrilla juncea 
Apis mellifera, pollinates , Sherardia arvensis 
Apis mellifera, pollinates , Erica arborea 
Apis mellifera, pollinates , Petrosedum sediforme 
Apis mellifera, pollinates , Trientalis europaea 
Apis mellifera, pollinates , Helminthotheca echioides 
Apis mellifera, pollinates , Carduus acanthoides 
Apis mellifera, pollinates , Alternanthera ficoidea 
Apis mellifera, pollinates , Reseda alba 
Apis mellifera, pollinates , Salix fragilis 
Apis mellifera, pollinates , Solanum rostratum 
Apis mellifera, pollinates , Lamium amplexicaule 
Apis mellifera, pollinates , Heliotropium europaeum 
Apis mellifera, pollinates , Erodium malacoides 
Apis mellifera, pollinates , Scabiosa ochroleuca 
Apis mellifera, pollinates , Muscari neglectum 
Apis mellifera, pollinates , Asparagus acutifolius 
Apis mellifera, pollinates , Raphanus sativus 
Apis mellifera, pollinates , Hypochaeris radicata 
Apis mellifera, pollinates , Opulaster opulifolius 
Apis mellifera, pollinates , Prunus serotina 
Apis mellifera, pollinates , Ulex minor 
Apis mellifera, pollinates , Cytisus scoparius 
Apis mellifera, pollinates , Genista anglica 
Apis mellifera, pollinates , Trifolium stellatum 
Apis mellifera, pollinates , Trifolium arvense 
Apis mellifera, pollinates , Vicia faba 
Apis mellifera, pollinates , Pisum sativum 
Apis mellifera, pollinates , Lotus corniculatus 
Apis mellifera, pollinates , Acacia dealbata 
Apis mellifera, pollinates , Medicago lupulina 
Apis mellifera, pollinates , Phaseolus vulgaris 
Apis mellifera, pollinates , Prunus persica 
Apis mellifera, pollinates , Cirsium oleraceum 
Apis mellifera, pollinates , Berberis thunbergii 
Apis mellifera, pollinates , Anemone coronaria 
Apis mellifera, pollinates , Persicaria amphibia 
Apis mellifera, pollinates , Salix aurita 
Apis mellifera, pollinates , Beta vulgaris 
Apis mellifera, pollinates , Asclepias incarnata 
Apis mellifera, pollinates , Armeria maritima 
Apis mellifera, pollinates , Fallopia japonica 
Apis mellifera, pollinates , Malva sylvestris 
Apis mellifera, pollinates , Malva moschata 
Apis mellifera, pollinates , Cucurbita maxima 
Apis mellifera, pollinates , Cucumis sativus 
Apis mellifera, pollinates , Brassica oleracea 
Apis mellifera, pollinates , Sisymbrium orientale 
Apis mellifera, pollinates , Arctostaphylos uva-ursi 
Apis mellifera, pollinates , Vaccinium myrtillus 
Apis mellifera, pollinates , Hydrangea paniculata 
Apis mellifera, pollinates , Tiarella cordifolia 
Apis mellifera, pollinates , Lythrum salicaria 
Apis mellifera, pollinates , Convolvulus arvensis 
Apis mellifera, pollinates , Erica tetralix 
Apis mellifera, pollinates , Ruta graveolens 
Apis mellifera, pollinates , Coriandrum sativum 
Apis mellifera, pollinates , Asclepias speciosa 
Apis mellifera, pollinates , Verbena urticifolia 
Apis mellifera, pollinates , Apium graveolens 
Apis mellifera, pollinates , Jacobaea vulgaris 
Apis mellifera, pollinates , Veronica persica 
Apis mellifera, pollinates , Tradescantia virginiana 
Apis mellifera, pollinates , Sonchus tenerrimus 
Apis mellifera, pollinates , Iris pseudacorus 
Apis mellifera, pollinates , Hirschfeldia incana 
Apis mellifera, pollinates , Ecballium elaterium 
Apis mellifera, pollinates , Eruca vesicaria 
Apis mellifera, pollinates , Hieracium umbellatum 
Apis mellifera, pollinates , Acanthus spinosus 
Apis mellifera, pollinates , Monarda fistulosa 
Apis mellifera, pollinates , Arnica montana 
Apis mellifera, pollinates , Bidens frondosa 
Apis mellifera, pollinates , Carduus pycnocephalus 
Apis mellifera, pollinates , Cirsium vulgare 
Apis mellifera, pollinates , Lactuca sativa 
Apis mellifera, pollinates , Centaurea jacea 
Apis mellifera, pollinates , Calendula arvensis 
Apis mellifera, pollinates , Coreopsis tinctoria 
Apis mellifera, pollinates , Linaria vulgaris 
Apis mellifera, pollinates , Erodium cicutarium 
Apis mellifera, pollinates , Symphyotrichum ericoides 
Apis mellifera, pollinates , Solanum lycopersicum 
Apis mellifera, pollinates , Hydrangea macrophylla 
Apis mellifera, pollinates , Geranium rotundifolium 
Apis mellifera, pollinates , Plantago lagopus 
Apis mellifera, pollinates , Potentilla erecta 
Apis mellifera, pollinates , Fragaria vesca 
Apis mellifera, pollinates , Cephalanthus occidentalis 
Apis mellifera, pollinates , Allium sativum 
Apis mellifera, pollinates , Allium cepa 
Apis mellifera, pollinates , Muscari comosum 
Apis mellifera, pollinates , Succisa pratensis 
Apis mellifera, pollinates , Matricaria chamomilla 
Apis mellifera, pollinates , Ricinus communis 
Apis mellifera, pollinates , Papaver rhoeas 
Apis mellifera, pollinates , Epilobium hirsutum 
Apis mellifera, pollinates , Stachys sylvatica 
Apis mellifera, mutualistOf , Hepatica nobilis 
Apis mellifera, mutualistOf , Lotus corniculatus 
Apis mellifera, mutualistOf , Fallopia japonica 
Apis mellifera, mutualistOf , Tiarella cordifolia 
Apis mellifera, mutualistOf , Reseda luteola 
Apis mellifera, hasHost , Solidago canadensis 
Apis mellifera, hasHost , Elaeagnus angustifolia 
Apis mellifera, hasHost , Achillea millefolium 
Apis mellifera, eats , Conyza bonariensis 
Apis mellifera, eats , Chenopodium spathulatum 
Apis mellifera, eats , Phoenix dactylifera 
Apis mellifera, eats , Physalis peruviana 
Apis mellifera, eats , Zea mays 
Apis mellifera, eats , Solanum chenopodioides 
Apis mellifera, eats , Ipomoea purpurea 
Apis mellifera, eats , Cucurbita ficifolia 
Apis mellifera, eats , Eichhornia crassipes 
Apis mellifera, eats , Tradescantia zebrina 
Apis mellifera, eats , Holcus lanatus 
Apis mellifera, eats , Cortaderia selloana 
Apis mellifera, eats , Prunus serotina 
Apis mellifera, eats , Medicago sativa 
Apis mellifera, eats , Ulex europaeus 
Apis mellifera, eats , Urtica urens 
Apis mellifera, eats , Aquilegia vulgaris 
Apis mellifera, eats , Solanum americanum 
Apis mellifera, eats , Stellaria media 
Apis mellifera, eats , Chenopodium album 
Apis mellifera, eats , Rumex obtusifolius 
Apis mellifera, eats , Rumex crispus 
Apis mellifera, eats , Hypericum calycinum 
Apis mellifera, eats , Malva sylvestris 
Apis mellifera, eats , Raphanus raphanistrum 
Apis mellifera, eats , Melissa officinalis 
Apis mellifera, eats , Petroselinum crispum 
Apis mellifera, eats , Solanum pseudocapsicum 
Apis mellifera, eats , Capsicum annuum 
Apis mellifera, eats , Stachys arvensis 
Apis mellifera, eats , Ligustrum ovalifolium 
Apis mellifera, eats , Veronica persica 
Apis mellifera, eats , Typha latifolia 
Apis mellifera, eats , Sonchus asper 
Apis mellifera, eats , Sambucus nigra 
Apis mellifera, eats , Impatiens walleriana 
Apis mellifera, eats , Acanthus mollis 
Apis mellifera, eats , Solanum tuberosum 
Apis mellifera, eats , Drimys winteri 
Apis mellifera, eats , Aloe vera 
Apis mellifera, eats , Cyclospermum leptophyllum 
Apis mellifera, eats , Aster amellus 
Polistes dominula, visitsFlowersOf , Echinops exaltatus 
Polistes dominula, visitsFlowersOf , Solidago gigantea 
Apis mellifera, visitsFlowersOf , Leontodon hispidus 
Escherichia coli, pathogenOf , Gallus gallus 
Escherichia coli, hasHost , Gallus gallus 
Salmonella enterica, pathogenOf , Gallus gallus 
Salmonella enterica, hasHost , Gallus gallus 
Staphylococcus aureus, hasHost , Gallus gallus 
Bubo virginianus, eats , Gallus gallus 
Klebsiella pneumoniae, hasHost , Gallus gallus 
Menacanthus stramineus, hasHost , Gallus gallus 
Menacanthus stramineus, parasiteOf , Gallus gallus 
Buteo jamaicensis, eats , Gallus gallus 
Staphylococcus aureus, pathogenOf , Gallus gallus 
Clostridioides difficile, pathogenOf , Gallus gallus 
Haliaeetus leucocephalus, eats , Gallus gallus 
Cimex lectularius, parasiteOf , Gallus gallus 
Cimex lectularius, ectoparasiteOf , Gallus gallus 
Corvus corone, eats , Pernis apivorus 
Bubo bubo, eats , Pernis apivorus 
Corvus corax, eats , Pernis apivorus 
Aquila chrysaetos, eats , Gallus gallus 
Cathartes aura, eats , Gallus gallus 
Martes martes, eats , Pernis apivorus 
Vulpes vulpes, eats , Gallus gallus 
Aquila fasciata, eats , Pernis apivorus 
Strix uralensis, eats , Pernis apivorus 
Pycnoscelus surinamensis, parasiteOf , Gallus gallus 
Alphitobius diaperinus, parasiteOf , Gallus gallus 
Thecaphora oxalidis, hasHost , Oxalis corniculata 
Escherichia coli, hasHost , Oryctolagus cuniculus 
Diplocarpon mespili, hasHost , Pyrus communis 
Tranzschelia pruni-spinosae, hasHost , Prunus domestica 
Staphylococcus aureus, hasHost , Oryctolagus cuniculus 
Canis lupus, eats , Cervus elaphus 
Gymnosporangium fuscum, hasHost , Pyrus communis 
Colletes hederae, visitsFlowersOf , Hedera helix 
Phragmidium violaceum, hasHost , Rubus fruticosus 
Cydia pomonella, eats , Prunus avium 
Fasciola hepatica, hasHost , Oryctolagus cuniculus 
Danaus plexippus, visitsFlowersOf , Lantana camara 
Danaus plexippus, eats , Lantana camara 
Colletotrichum trichellum, hasHost , Hedera helix 
Misumena vatia, preysOn , Apis mellifera 
Vulpes vulpes, eats , Oryctolagus cuniculus 
Bacillus cereus, hasHost , Oryctolagus cuniculus 
Erysiphe euonymicola, hasHost , Euonymus japonicus 
Staphylococcus aureus, pathogenOf , Oryctolagus cuniculus 
Erysiphe heraclei, hasHost , Heracleum sphondylium 
Taphrina pruni, hasHost , Prunus domestica 
Bacillus cereus, hasHost , Apis mellifera 
Kuehneola uredinis, hasHost , Rubus fruticosus 
Myathropa florea, visitsFlowersOf , Hedera helix 
Entomophthora muscae, hasHost , Musca domestica 
Plasmopara nivea, hasHost , Angelica sylvestris 
Papilio machaon, eats , Foeniculum vulgare 
Puccinia polygoni-amphibii, hasHost , Reynoutria japonica 
Vanessa cardui, visitsFlowersOf , Lantana camara 
Escherichia coli, hasHost , Cervus elaphus 
Gymnosporangium sabinae, hasHost , Pyrus communis 
Rhizobium vitis, hasHost , Vitis vinifera 
Sceliphron caementarium, eats , Foeniculum vulgare 
Escherichia coli, pathogenOf , Oryctolagus cuniculus 
Phragmidium bulbosum, hasHost , Rubus fruticosus 
Monilinia fructigena, hasHost , Prunus avium 
Coccinella septempunctata, eats , Foeniculum vulgare 
Puccinia allii, hasHost , Allium fistulosum 
Papilio machaon, hasHost , Foeniculum vulgare 
Colomerus vitis, hasHost , Vitis vinifera 
Vespa crabro, visitsFlowersOf , Hedera helix 
Ixodes ricinus, hasHost , Cervus elaphus 
Agrobacterium vitis, pathogenOf , Vitis vinifera 
Harmonia axyridis, eats , Foeniculum vulgare 
Lestica clypeata, visitsFlowersOf , Hedera helix 
Puccinia porri, hasHost , Allium fistulosum 
Pieris rapae, visitsFlowersOf , Lantana camara 
Hypolimnas bolina, visitsFlowersOf , Lantana camara 
Venturia inaequalis, hasHost , Pyrus communis 
Phragmidium violaceum, pathogenOf , Rubus fruticosus 
Eristalinus aeneus, eats , Foeniculum vulgare 
Sceliphron caementarium, visitsFlowersOf , Foeniculum vulgare 
Sceliphron caementarium, visits , Foeniculum vulgare 
Xenos vesparum, parasiteOf , Polistes dominula 
Pseudomonas syringae, pathogenOf , Prunus avium 
Phragmidium violaceum, eats , Rubus fruticosus 
Isodontia mexicana, visitsFlowersOf , Hedera helix 
Martes martes, eats , Oryctolagus cuniculus 
Turdus merula, eats , Hedera helix 
Venturia inaequalis, hasHost , Eriobotrya japonica 
Vulpes vulpes, eats , Cervus elaphus 
Vulpes vulpes, eats , Apodemus flavicollis 
Synema globosum, eats , Apis mellifera 
Junonia iphita, visitsFlowersOf , Lantana camara 
Gymnosporangium sabinae, parasiteOf , Pyrus communis 
Turdus philomelos, eats , Hedera helix 
Sylvia atricapilla, eats , Hedera helix 
Erithacus rubecula, eats , Hedera helix 
Vulpes vulpes, eats , Prunus avium 
Monilinia fructigena, hasHost , Prunus domestica 
Entomophthora muscae, pathogenOf , Melanostoma scalare 
Synema globosum, preysOn , Apis mellifera 
Dryas iulia, visitsFlowersOf , Lantana camara 
Puccinia pruni, hasHost , Prunus domestica 
Celastrina argiolus, visitsFlowersOf , Hedera helix 
Turdus iliacus, eats , Hedera helix 
Misumena vatia, preysOn , Episyrphus balteatus 
Argynnis paphia, visitsFlowersOf , Hedera helix 
Amblyteles armatorius, visits , Heracleum sphondylium 
Martes foina, eats , Oryctolagus cuniculus 
Turdus viscivorus, eats , Hedera helix 
Salmonella enterica, hasHost , Oryctolagus cuniculus 
Nectria cinnabarina, hasHost , Pyrus communis 
Phragmidium bulbosum, parasiteOf , Rubus fruticosus 
Felis silvestris, eats , Apodemus flavicollis 
Felis silvestris, eats , Oryctolagus cuniculus 
Philanthus triangulum, preysOn , Apis mellifera 
Favonius quercus, visitsFlowersOf , Hedera helix 
Trichrysis cyanea, visitsFlowersOf , Hedera helix 
Gonocerus acuteangulatus, visitsFlowersOf , Hedera helix 
Vanessa cardui, eats , Lantana camara 
Pieris rapae, visitsFlowersOf , Mentha suaveolens 
Halictus fulvipes, visitsFlowersOf , Foeniculum vulgare 
Bombus terrestris, visitsFlowersOf , Prunus domestica 
Camponotus piceus, visitsFlowersOf , Hedera helix 
Garrulus glandarius, eats , Prunus domestica 
Phylloscopus collybita, eats , Prunus domestica 
Cyanistes caeruleus, eats , Prunus domestica 
Parus major, eats , Prunus domestica 
Pycnonotus cafer, eats , Lantana camara 
Bubulcus ibis, eats , Mantis religiosa 
Mycobacterium tuberculosis, hasHost , Cervus elaphus 
Ixodes ricinus, parasiteOf , Cervus elaphus 
Vulpes vulpes, eats , Ficus carica 
Pieris rapae, visitsFlowersOf , Allium fistulosum 
Papilio machaon, eats , Angelica sylvestris 
Nectria cinnabarina, hasHost , Ficus carica 
Tachina fera, visitsFlowersOf , Hedera helix 
Canis lupus, eats , Oryctolagus cuniculus 
Danaus plexippus, visitsFlowersOf , Hedera helix 
Ichneumon sarcitorius, visits , Heracleum sphondylium 
Pieris rapae, eats , Foeniculum vulgare 
Pammene aurana, visitsFlowersOf , Heracleum sphondylium 
Vespa crabro, preysOn , Apis mellifera 
Sturnus vulgaris, eats , Prunus domestica 
Pyrrhula pyrrhula, eats , Prunus domestica 
Fringilla coelebs, eats , Prunus domestica 
Turdus pilaris, eats , Prunus domestica 
Turdus merula, eats , Prunus domestica 
Turdus viscivorus, eats , Prunus domestica 
Turdus philomelos, eats , Prunus domestica 
Sylvia borin, eats , Prunus domestica 
Sylvia atricapilla, eats , Prunus domestica 
Pycnonotus jocosus, eats , Lantana camara 
Fasciola hepatica, hasHost , Cervus elaphus 
Vulpes vulpes, eats , Vitis vinifera 
Martes martes, eats , Prunus avium 
Thecla betulae, eats , Prunus domestica 
Trametes hirsuta, hasHost , Prunus avium 
Myathropa florea, eats , Foeniculum vulgare 
Erysiphe euonymicola, pathogenOf , Euonymus japonicus 
Martes foina, eats , Ficus carica 
Aglais io, eats , Hedera helix 
Colomerus vitis, eats , Vitis vinifera 
Pieris brassicae, visitsFlowersOf , Mentha suaveolens 
Aedes albopictus, visitsFlowersOf , Hedera helix 
Eristalinus aeneus, visitsFlowersOf , Hedera helix 
Mustela putorius, eats , Apodemus flavicollis 
Sylvia borin, eats , Prunus avium 
Sylvia atricapilla, eats , Prunus avium 
Cyanistes caeruleus, eats , Prunus avium 
Poecile palustris, eats , Prunus domestica 
Erithacus rubecula, eats , Prunus domestica 
Columba palumbus, eats , Hedera helix 
Bombylius major, visitsFlowersOf , Prunus domestica 
Pseudomonas syringae, hasHost , Vitis vinifera 
Entomophthora muscae, pathogenOf , Musca domestica 
Erysiphe heraclei, hasHost , Angelica sylvestris 
Diplocarpon mespili, hasHost , Eriobotrya japonica 
Trametes hirsuta, hasHost , Pyrus communis 
Trametes versicolor, hasHost , Prunus avium 
Martes foina, eats , Vitis vinifera 
Osmia cornuta, visitsFlowersOf , Prunus avium 
Ancistrocerus gazella, visitsFlowersOf , Foeniculum vulgare 
Harmonia axyridis, visitsFlowersOf , Hedera helix 
Brintesia circe, visitsFlowersOf , Hedera helix 
Turdus merula, eats , Ficus carica 
Accipiter gentilis, eats , Oryctolagus cuniculus 
Schendyla nemorensis, preysOn , Metellina segmentata 
Misumena vatia, eats , Apis mellifera 
Pieris napi, visitsFlowersOf , Mentha suaveolens 
Cheilosia illustrata, visitsFlowersOf , Heracleum sphondylium 
Xylocopa virginica, visitsFlowersOf , Lantana camara 
Xylocopa virginica, visits , Lantana camara 
Vespa crabro, eats , Hedera helix 
Sturnus vulgaris, eats , Prunus avium 
Passer montanus, eats , Prunus domestica 
Garrulus glandarius, eats , Prunus avium 
Sitophilus oryzae, eats , Fagopyrum esculentum 
Turdus pilaris, eats , Hedera helix 
Turdus merula, eats , Prunus avium 
Pica pica, eats , Hedera helix 
Turdus torquatus, eats , Hedera helix 
Turdus philomelos, eats , Prunus avium 
Sylvia curruca, eats , Prunus domestica 
Sylvia communis, eats , Prunus domestica 
Sylvia communis, eats , Prunus avium 
Cyanistes caeruleus, eats , Hedera helix 
Parus major, eats , Hedera helix 
Parus major, eats , Prunus avium 
Phoenicurus phoenicurus, eats , Prunus domestica 
Phoenicurus ochruros, eats , Prunus domestica 
Leiothrix lutea, eats , Lantana camara 
Hypoxylon rubiginosum, hasHost , Pyrus communis 
Spilonota ocellana, eats , Pyrus communis 
Meles meles, eats , Ficus carica 
Agrilus sinuatus, parasiteOf , Pyrus communis 
Aporia crataegi, eats , Prunus avium 
Archaeopsylla erinacei, ectoparasiteOf , Oryctolagus cuniculus 
Andrena clarkella, visitsFlowersOf , Prunus avium 
Chloris chloris, eats , Prunus domestica 
Monilinia fructigena, hasHost , Pyrus communis 
Phlebia radiata, hasHost , Prunus avium 
Phellinus pomaceus, hasHost , Prunus domestica 
Polyporus brumalis, eats , Prunus avium 
Graphosoma italicum, visitsFlowersOf , Hedera helix 
Graphosoma italicum, visits , Foeniculum vulgare 
Stigmina carpophila, hasHost , Prunus avium 
Fasciola hepatica, parasiteOf , Cervus elaphus 
Lepidium latifolium, mutualistOf , Syritta pipiens 
Sciurus niger, eats , Eriobotrya japonica 
Danaus plexippus, visitsFlowersOf , Foeniculum vulgare 
Danaus plexippus, eats , Foeniculum vulgare 
Danaus plexippus, eats , Eriobotrya japonica 
Sceliphron caementarium, visitsFlowersOf , Campsis radicans 
Sceliphron caementarium, visits , Campsis radicans 
Amara communis, preysOn , Heracleum sphondylium 
Orobanche hederae, hasHost , Hedera helix 
Phragmidium incrassatum, hasHost , Rubus fruticosus 
Erysiphe heraclei, parasiteOf , Angelica sylvestris 
Gymnosporangium sabinae, eats , Pyrus communis 
Puccinia oxalidis, hasHost , Oxalis corniculata 
Corvus cornix, eats , Oryctolagus cuniculus 
Platycercus elegans, eats , Rubus fruticosus 
Misumena vatia, eats , Episyrphus balteatus 
Neoscona adianta, preysOn , Episyrphus balteatus 
Robertus lividus, preysOn , Metellina segmentata 
Dolomedes fimbriatus, preysOn , Episyrphus balteatus 
Ribautiana tenerrima, eats , Rubus fruticosus 
Orius niger, eats , Heracleum sphondylium 
Satyrium pruni, eats , Prunus domestica 
Celastrina argiolus, visitsFlowersOf , Mentha suaveolens 
Pieris rapae, eats , Lantana camara 
Yponomeuta padella, eats , Prunus domestica 
Villa hottentotta, visitsFlowersOf , Hedera helix 
Eristalinus aeneus, visitsFlowersOf , Foeniculum vulgare 
Bombus terrestris, visitsFlowersOf , Rubus fruticosus 
Linepithema humile, eats , Foeniculum vulgare 
Propylaea quatuordecimpunctata, visitsFlowersOf , Hedera helix 
Sturnus vulgaris, eats , Hedera helix 
Passer domesticus, eats , Prunus domestica 
Fringilla coelebs, eats , Hedera helix 
Fringilla coelebs, eats , Prunus avium 
Corvus corone, eats , Hedera helix 
Zonotrichia capensis, eats , Eriobotrya japonica 
Garrulus glandarius, eats , Hedera helix 
Aleochara bipustulata, preysOn , Musca autumnalis 
Dendrocopos major, eats , Prunus domestica 
Pica pica, eats , Prunus avium 
Turdus viscivorus, eats , Prunus avium 
Sylvia curruca, eats , Prunus avium 
Sylvia borin, eats , Hedera helix 
Sylvia borin, eats , Ficus carica 
Sylvia atricapilla, eats , Ficus carica 
Erithacus rubecula, eats , Ficus carica 
Muscicapa striata, eats , Prunus domestica 
Streptopelia chinensis, eats , Lantana camara 
Columba palumbus, eats , Prunus domestica 
Columba palumbus, eats , Prunus avium 
Escherichia coli, pathogenOf , Cervus elaphus 
Euplectrus bicolor, parasiteOf , Autographa gamma 
Acronicta psi, eats , Prunus domestica 
Cadra figulilella, eats , Vitis vinifera 
Biston betularia, eats , Prunus domestica 
Staphylococcus aureus, pathogenOf , Cervus elaphus 
Aporia crataegi, eats , Pyrus communis 
Brenthis daphne, eats , Rubus fruticosus 
Melittobia acasta, parasiteOf , Apis mellifera 
Bombus hypnorum, visitsFlowersOf , Prunus avium 
Salmonella enterica, pathogenOf , Oryctolagus cuniculus 
Nectria cinnabarina, hasHost , Prunus domestica 
Myathropa florea, visitsFlowersOf , Foeniculum vulgare 
Myathropa florea, eats , Hedera helix 
Athous bicolor, eats , Heracleum sphondylium 
Melampsora euphorbiae, parasiteOf , Euphorbia characias 
Coloeus monedula, eats , Emberiza cirlus 
Calathus erratus, preysOn , Agalenatea redii 
Lepidium latifolium, mutualistOf , Eristalis arbustorum 
Garrulus glandarius, eats , Emberiza cirlus 
Danaus plexippus, pollinates , Lantana camara 
Pemphredon inornata, mutualistOf , Lantana camara 
Spilostethus pandurus, visitsFlowersOf , Hedera helix 
Parthenolecanium corni, eats , Prunus domestica 
Vanessa cardui, visits , Lantana camara 
Salvia rosmarinus, visitsFlowersOf , Apis mellifera 
Cephalanthus occidentalis, visitsFlowersOf , Apis mellifera 
Sambucus nigra, mutualistOf , Scaeva pyrastri 
Sambucus nigra, mutualistOf , Syritta pipiens 
Trametes gibbosa, eats , Prunus avium 
Curruca cantillans, eats , Hedera helix 
Sitta europaea, eats , Hedera helix 
Neovison vison, eats , Oryctolagus cuniculus 
Misumena vatia, preysOn , Autographa gamma 
Trochosa terricola, preysOn , Agalenatea redii 
Aphis hederae, eats , Hedera helix 
Celastrina argiolus, eats , Aralia elata 
Pieris brassicae, visitsFlowersOf , Lantana camara 
Pieris brassicae, eats , Lantana camara 
Hyles euphorbiae, eats , Euphorbia characias 
Colletes hederae, visits , Hedera helix 
Colletes hederae, eats , Hedera helix 
Isodontia mexicana, visitsFlowersOf , Euonymus japonicus 
Isodontia mexicana, eats , Foeniculum vulgare 
Bombus pascuorum, visitsFlowersOf , Hedera helix 
Paratrechina longicornis, eats , Apis mellifera 
Barypeithes pellucidus, eats , Heracleum sphondylium 
Paracorymbia fulva, hasHost , Heracleum sphondylium 
Sceliphron spirifex, preysOn , Araneus diadematus 
Passer domesticus, eats , Prunus avium 
Pyrrhula pyrrhula, eats , Prunus avium 
Coccothraustes coccothraustes, eats , Prunus domestica 
Coccothraustes coccothraustes, eats , Prunus avium 
Corvus corone, eats , Prunus domestica 
Corvus corone, eats , Prunus avium 
Corvus corone, eats , Emberiza cirlus 
Poecile montanus, eats , Prunus avium 
Aphantopus hyperantus, pollinates , Angelica sylvestris 
Turdus iliacus, eats , Prunus domestica 
Turdus pilaris, eats , Prunus avium 
Turdus merula, eats , Vitis vinifera 
Corvus corax, eats , Emberiza cirlus 
Pica pica, eats , Emberiza cirlus 
Stercorarius skua, eats , Emberiza cirlus 
Phylloscopus collybita, eats , Prunus avium 
Sylvia communis, eats , Hedera helix 
Sylvia communis, eats , Ficus carica 
Poecile palustris, eats , Hedera helix 
Poecile palustris, eats , Prunus avium 
Vireo olivaceus, eats , Eriobotrya japonica 
Phoenicurus phoenicurus, eats , Hedera helix 
Phoenicurus phoenicurus, eats , Ficus carica 
Phoenicurus ochruros, eats , Hedera helix 
Phoenicurus ochruros, eats , Prunus avium 
Erithacus rubecula, eats , Prunus avium 
Ficedula hypoleuca, eats , Hedera helix 
Ficedula hypoleuca, eats , Ficus carica 
Stercorarius parasiticus, eats , Emberiza cirlus 
Stercorarius pomarinus, eats , Emberiza cirlus 
Bubulcus ibis, eats , Eristalis tenax 
Bubulcus ibis, eats , Scaeva selenitica 
Bubulcus ibis, eats , Musca domestica 
Rhodotorula glutinis, hasHost , Vitis vinifera 
Ectoedemia atricollis, eats , Prunus avium 
Acherontia atropos, eats , Lantana camara 
Chrysogaster solstitialis, pollinates , Angelica sylvestris 
Catocala nupta, eats , Prunus domestica 
Ixodes ricinus, hasHost , Apodemus flavicollis 
Cacoecimorpha pronubana, eats , Euonymus japonicus 
Acleris variegana, eats , Pyrus communis 
Amara plebeja, eats , Heracleum sphondylium 
Vulpes vulpes, eats , Emberiza cirlus 
Mustela nivalis, eats , Emberiza cirlus 
Meles meles, eats , Vitis vinifera 
Meles meles, eats , Prunus avium 
Martes foina, eats , Emberiza cirlus 
Andrena haemorrhoa, visitsFlowersOf , Prunus domestica 
Taphrina deformans, hasHost , Prunus avium 
Nymphalis polychloros, eats , Pyrus communis 
Dryas iulia, eats , Lantana camara 
Bombus hypnorum, visitsFlowersOf , Prunus domestica 
Bombus pascuorum, visitsFlowersOf , Rubus fruticosus 
Cardinalis cardinalis, eats , Lantana camara 
Plasmopara nivea, hasHost , Foeniculum vulgare 
Tranzschelia pruni-spinosae, hasHost , Prunus avium 
Rosellinia aquila, hasHost , Pyrus communis 
Nectria cinnabarina, hasHost , Prunus avium 
Mustela erminea, eats , Emberiza cirlus 
Canis lupus, eats , Emberiza cirlus 
Byssomerulius corium, hasHost , Prunus avium 
Fomitopsis cajanderi, hasHost , Prunus avium 
Fomitopsis pinicola, hasHost , Prunus avium 
Trametes versicolor, hasHost , Pyrus communis 
Anthophora plumipes, visitsFlowersOf , Prunus domestica 
Pisaura mirabilis, preysOn , Agalenatea redii 
Exidia plana, eats , Prunus avium 
Graphosoma italicum, hasHost , Foeniculum vulgare 
Myathropa florea, visitsFlowersOf , Heracleum sphondylium 
Enarmonia formosana, pathogenOf , Prunus domestica 
Dolichovespula sylvestris, visits , Heracleum sphondylium 
Pogonocherus hispidus, eats , Pyrus communis 
Pogonocherus hispidulus, eats , Pyrus communis 
Haemorhous mexicanus, eats , Ficus carica 
Papilio machaon, eats , Lantana camara 
