yearmonth	eeacellcode	kingdomkey	kingdom	familykey	family	specieskey	species	occurrences	mincoordinateuncertaintyinmeters	mintemporaluncertainty	familycount
2020-08	1kmE5839N2628	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	2	25.0	86400	4836
2016-05	1kmE5839N2628	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	2	25.0	86400	4836
2016-05	1kmE5839N2628	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	25.0	86400	2816
2017-05	1kmE5839N2628	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	25.0	86400	7397
2016-05	1kmE5839N2628	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	25.0	86400	7397
2021-08	1kmE5839N2630	1	Animalia	7359	Araneidae	5170994	Argiope bruennichi	1	1000.0	86400	5
2024-07	1kmE5839N2637	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	4.0	86400	2550
2024-07	1kmE5839N2637	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	4.0	86400	2550
2024-07	1kmE5839N2637	1	Animalia	9608	Emberizidae	2491557	Emberiza schoeniclus	1	5.0	86400	5806
2021-05	1kmE5839N2639	1	Animalia	9344	Remizidae	2487385	Remiz pendulinus	1	5.0	86400	506
2020-07	1kmE5839N2641	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	25.0	86400	2550
2020-07	1kmE5839N2643	1	Animalia	9316	Laridae	9367409	Sterna hirundo	1	25.0	86400	8132
2021-08	1kmE5839N2646	1	Animalia	9344	Remizidae	2487385	Remiz pendulinus	1	1000.0	86400	506
2019-04	1kmE5839N2648	1	Animalia	2986	Anatidae	2498036	Anser anser	1	1000.0	86400	12925
2019-07	1kmE5839N2652	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	25.0	86400	2550
2021-08	1kmE5839N2652	1	Animalia	2877	Accipitridae	2480449	Haliaeetus albicilla	1	540.0	86400	12342
2024-07	1kmE5839N2653	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	5.0	86400	1682
2017-07	1kmE5839N2653	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	25.0	86400	2550
2024-09	1kmE5839N2653	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	3.0	86400	12342
2021-08	1kmE5839N2653	1	Animalia	9344	Remizidae	2487385	Remiz pendulinus	1	540.0	86400	506
2019-08	1kmE5839N2653	1	Animalia	9322	Muscicapidae	2492576	Muscicapa striata	1	16.0	86400	7555
2022-09	1kmE5839N2653	1	Animalia	2986	Anatidae	9761484	Anas platyrhynchos	1	49.0	86400	12925
2024-09	1kmE5839N2659	1	Animalia	7017	Nymphalidae	1898286	Vanessa atalanta	1	8.0	86400	3867
2019-05	1kmE5839N2663	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	1	25.0	86400	4836
2010-05	1kmE5840N2627	1	Animalia	4209	Aeshnidae	1425146	Brachytron pratense	1	68.0	86400	165
2017-04	1kmE5840N2627	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	25.0	86400	2550
2017-05	1kmE5840N2627	1	Animalia	2877	Accipitridae	2480449	Haliaeetus albicilla	1	25.0	86400	12342
2015-04	1kmE5840N2627	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	5.0	86400	12342
2019-04	1kmE5840N2627	1	Animalia	3685	Ardeidae	2480876	Egretta garzetta	1	25.0	86400	7397
2017-04	1kmE5840N2627	1	Animalia	3685	Ardeidae	2480876	Egretta garzetta	1	25.0	86400	7397
2017-04	1kmE5840N2627	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	25.0	86400	2816
2017-05	1kmE5840N2627	1	Animalia	7294	Drepanidae	5142870	Thyatira batis	1	541.0	86400	39
2016-05	1kmE5840N2627	1	Animalia	6172	Colubridae	6161347	Natrix natrix	1	25.0	86400	344
2016-05	1kmE5840N2627	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	25.0	86400	7397
2019-09	1kmE5840N2627	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	25.0	86400	7397
2016-05	1kmE5840N2628	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
2019-09	1kmE5840N2628	1	Animalia	3685	Ardeidae	2480863	Nycticorax nycticorax	1	25.0	86400	7397
2015-04	1kmE5840N2628	1	Animalia	3685	Ardeidae	2480876	Egretta garzetta	1	5.0	86400	7397
2017-05	1kmE5840N2628	1	Animalia	3685	Ardeidae	2480876	Egretta garzetta	1	25.0	86400	7397
2019-09	1kmE5840N2628	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	25.0	86400	2816
2017-05	1kmE5840N2628	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	25.0	86400	2816
2015-04	1kmE5840N2628	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	5.0	86400	7397
2019-09	1kmE5840N2628	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	2	25.0	86400	7397
2017-06	1kmE5840N2637	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
2024-07	1kmE5840N2637	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	3.0	86400	2550
2016-05	1kmE5840N2637	1	Animalia	3685	Ardeidae	2480863	Nycticorax nycticorax	1	100.0	86400	7397
2016-05	1kmE5840N2637	1	Animalia	3685	Ardeidae	2480934	Ardea purpurea	1	1000.0	86400	7397
2017-06	1kmE5840N2637	1	Animalia	9316	Laridae	2481121	Chlidonias hybrida	1	25.0	86400	8132
2021-04	1kmE5840N2643	1	Animalia	9344	Remizidae	2487385	Remiz pendulinus	1	4.0	86400	506
2021-04	1kmE5840N2643	1	Animalia	9316	Laridae	9367409	Sterna hirundo	1	4.0	86400	8132
2020-07	1kmE5840N2643	1	Animalia	9316	Laridae	9367409	Sterna hirundo	1	25.0	86400	8132
2022-09	1kmE5840N2652	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	4.0	86400	2816
2017-07	1kmE5840N2652	1	Animalia	9316	Laridae	6065824	Chroicocephalus ridibundus	1	25.0	86400	8132
2017-07	1kmE5840N2652	1	Animalia	9316	Laridae	9367409	Sterna hirundo	1	25.0	86400	8132
2021-08	1kmE5840N2652	1	Animalia	9316	Laridae	9367409	Sterna hirundo	1	270.0	86400	8132
2024-07	1kmE5840N2653	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	2	5.0	86400	12342
2017-06	1kmE5840N2659	1	Animalia	9344	Remizidae	2487385	Remiz pendulinus	1	25.0	86400	506
2017-06	1kmE5840N2659	1	Animalia	5268	Phalacrocoracidae	10095118	Microcarbo pygmaeus	1	25.0	86400	2816
2017-06	1kmE5840N2662	1	Animalia	3685	Ardeidae	9752617	Ardea alba	1	25.0	86400	7397
2017-06	1kmE5840N2663	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	1	25.0	86400	4836
2017-06	1kmE5840N2663	1	Animalia	2986	Anatidae	2498009	Tadorna tadorna	1	25.0	86400	12925
2017-06	1kmE5840N2667	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
2024-07	1kmE5841N2627	1	Animalia	2877	Accipitridae	2480449	Haliaeetus albicilla	3	4.0	86400	12342
2017-05	1kmE5841N2627	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	2	25.0	86400	12342
2020-08	1kmE5841N2627	1	Animalia	4408414	Pandionidae	2480726	Pandion haliaetus	1	25.0	86400	41
2015-04	1kmE5841N2627	1	Animalia	3685	Ardeidae	2480876	Egretta garzetta	1	5.0	86400	7397
2015-04	1kmE5841N2627	1	Animalia	3685	Ardeidae	2480906	Ardeola ralloides	1	5.0	86400	7397
2019-09	1kmE5841N2627	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2017-05	1kmE5841N2627	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	3	25.0	86400	4836
2014-08	1kmE5841N2627	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2015-04	1kmE5841N2627	1	Animalia	6100825	Locustellidae	2493551	Locustella luscinioides	1	5.0	86400	258
2016-07	1kmE5841N2627	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	2	10.0	86400	7397
2024-07	1kmE5841N2637	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	2	3.0	86400	2550
2024-07	1kmE5841N2637	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	6.0	86400	2550
2024-07	1kmE5841N2637	1	Animalia	6100802	Panuridae	2493367	Panurus biarmicus	3	3.0	86400	371
2017-07	1kmE5841N2652	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
2022-02	1kmE5841N2652	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	25.0	86400	2550
2017-05	1kmE5841N2652	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2017-05	1kmE5841N2657	1	Animalia	5268	Phalacrocoracidae	10095118	Microcarbo pygmaeus	1	25.0	86400	2816
2017-06	1kmE5841N2658	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
2024-09	1kmE5841N2658	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	4.0	86400	12342
2023-08	1kmE5841N2659	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	3.0	86400	1682
2019-05	1kmE5841N2661	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	2	25.0	86400	4836
2017-06	1kmE5841N2664	1	Animalia	9333	Picidae	2478548	Picus canus	1	25.0	86400	4398
2017-06	1kmE5841N2664	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	1	25.0	86400	4836
2017-06	1kmE5841N2664	1	Animalia	9344	Remizidae	2487385	Remiz pendulinus	1	25.0	86400	506
2017-06	1kmE5841N2664	1	Animalia	9309	Cuculidae	5231918	Cuculus canorus	1	25.0	86400	779
2017-06	1kmE5841N2664	1	Animalia	9315	Laniidae	7745240	Lanius collurio	1	25.0	86400	4335
2017-06	1kmE5841N2665	1	Animalia	9309	Cuculidae	5231918	Cuculus canorus	1	25.0	86400	779
2017-06	1kmE5841N2665	1	Animalia	5257	Motacillidae	9687165	Motacilla alba	1	25.0	86400	5086
2020-05	1kmE5842N2618	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2022-04	1kmE5842N2626	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	3.0	86400	2550
2019-04	1kmE5842N2626	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	25.0	86400	12342
2015-07	1kmE5842N2627	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	1000.0	86400	1682
2017-07	1kmE5842N2627	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
2020-02	1kmE5842N2627	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	6.0	86400	2550
2024-07	1kmE5842N2627	1	Animalia	2877	Accipitridae	2480449	Haliaeetus albicilla	1	3.0	86400	12342
2019-09	1kmE5842N2627	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	25.0	86400	12342
2017-05	1kmE5842N2627	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	25.0	86400	12342
2016-05	1kmE5842N2627	1	Animalia	3685	Ardeidae	2480863	Nycticorax nycticorax	2	25.0	86400	7397
2019-09	1kmE5842N2627	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2015-04	1kmE5842N2627	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	5.0	86400	4836
2016-05	1kmE5842N2627	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2015-04	1kmE5842N2627	1	Animalia	9316	Laridae	2481181	Larus cachinnans	2	5.0	86400	8132
2015-04	1kmE5842N2627	1	Animalia	6100825	Locustellidae	2493551	Locustella luscinioides	1	5.0	86400	258
2015-04	1kmE5842N2627	1	Animalia	2986	Anatidae	2498259	Aythya nyroca	1	5.0	86400	12925
2016-05	1kmE5842N2627	6	Plantae	2399	Viscaceae	2889828	Viscum album	2	25.0	86400	13
2018-05	1kmE5842N2627	1	Animalia	9322	Muscicapidae	5739317	Phoenicurus phoenicurus	1	25.0	86400	7555
2017-05	1kmE5842N2627	1	Animalia	9316	Laridae	6065841	Hydrocoloeus minutus	1	25.0	86400	8132
2015-04	1kmE5842N2627	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	5.0	86400	7397
2019-09	1kmE5842N2627	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	25.0	86400	7397
2021-08	1kmE5842N2637	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	100.0	86400	2550
2024-05	1kmE5842N2637	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	3.0	86400	2550
2021-04	1kmE5842N2637	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	50.0	86400	2816
2017-06	1kmE5842N2639	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	25.0	86400	2550
2017-06	1kmE5842N2639	1	Animalia	3685	Ardeidae	2480934	Ardea purpurea	1	25.0	86400	7397
2017-06	1kmE5842N2639	1	Animalia	2986	Anatidae	2498259	Aythya nyroca	1	25.0	86400	12925
2019-07	1kmE5842N2652	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	25.0	86400	2550
2023-05	1kmE5842N2652	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	3.0	86400	2550
2022-02	1kmE5842N2652	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	25.0	86400	2550
2017-06	1kmE5842N2656	1	Animalia	5465	Emydidae	8909809	Emys orbicularis	1	1000.0	86400	108
2017-06	1kmE5842N2660	1	Animalia	3685	Ardeidae	2480934	Ardea purpurea	1	25.0	86400	7397
2017-06	1kmE5842N2660	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	1	25.0	86400	4836
2017-06	1kmE5842N2661	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
2017-06	1kmE5842N2662	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	1	25.0	86400	4836
2017-06	1kmE5842N2664	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
2017-06	1kmE5842N2664	1	Animalia	9344	Remizidae	2487385	Remiz pendulinus	1	25.0	86400	506
2017-06	1kmE5842N2664	1	Animalia	9309	Cuculidae	5231918	Cuculus canorus	1	25.0	86400	779
2020-05	1kmE5843N2619	1	Animalia	3685	Ardeidae	2480934	Ardea purpurea	1	25.0	86400	7397
2016-05	1kmE5843N2626	1	Animalia	9333	Picidae	2478548	Picus canus	2	25.0	86400	4398
2020-02	1kmE5843N2626	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	2	20.0	86400	2550
2020-01	1kmE5843N2626	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	9.0	86400	2550
2022-02	1kmE5843N2626	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	2	25.0	86400	2550
2024-07	1kmE5843N2626	1	Animalia	2877	Accipitridae	2480449	Haliaeetus albicilla	2	3.0	86400	12342
2016-05	1kmE5843N2626	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	25.0	86400	12342
2017-05	1kmE5843N2626	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	25.0	86400	2816
2022-02	1kmE5843N2626	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	25.0	86400	2816
2020-02	1kmE5843N2626	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	25.0	86400	2816
2016-05	1kmE5843N2626	1	Animalia	2986	Anatidae	2498259	Aythya nyroca	1	25.0	86400	12925
2015-04	1kmE5843N2626	1	Animalia	5293	Upupidae	2498415	Upupa epops	1	5.0	86400	1230
2016-05	1kmE5843N2626	6	Plantae	2399	Viscaceae	2889828	Viscum album	1	25.0	86400	13
2017-05	1kmE5843N2626	1	Animalia	5257	Motacillidae	9687165	Motacilla alba	1	25.0	86400	5086
2019-09	1kmE5843N2626	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	25.0	86400	7397
2015-04	1kmE5843N2627	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	5.0	86400	14306
2017-05	1kmE5843N2627	1	Animalia	6100963	Phylloscopidae	2493052	Phylloscopus trochilus	1	25.0	86400	1656
2021-04	1kmE5843N2638	1	Animalia	6100963	Phylloscopidae	2493052	Phylloscopus trochilus	1	3.0	86400	1656
2017-06	1kmE5843N2639	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	25.0	86400	2550
2020-08	1kmE5843N2652	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	2	25.0	86400	1682
2022-06	1kmE5843N2652	1	Animalia	9316	Laridae	9367409	Sterna hirundo	1	9.0	86400	8132
2017-05	1kmE5843N2656	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	1	25.0	86400	4836
2024-05	1kmE5843N2656	1	Animalia	5293	Upupidae	2498415	Upupa epops	1	7.0	86400	1230
2019-05	1kmE5843N2660	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	10.0	86400	14306
2019-05	1kmE5843N2661	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	1	100.0	86400	4836
2017-06	1kmE5843N2662	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	1	25.0	86400	4836
2020-05	1kmE5844N2618	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2017-07	1kmE5844N2626	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
2020-02	1kmE5844N2626	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	2	25.0	86400	2550
2024-09	1kmE5844N2626	1	Animalia	2877	Accipitridae	2480449	Haliaeetus albicilla	1	1000.0	86400	12342
2019-04	1kmE5844N2626	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	25.0	86400	12342
2019-09	1kmE5844N2626	1	Animalia	3685	Ardeidae	2480863	Nycticorax nycticorax	1	25.0	86400	7397
2016-05	1kmE5844N2626	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2015-04	1kmE5844N2626	1	Animalia	5282	Scolopacidae	2481800	Actitis hypoleucos	1	5.0	86400	5644
2016-05	1kmE5844N2626	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	25.0	86400	2816
2019-09	1kmE5844N2626	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	25.0	86400	2816
2016-05	1kmE5844N2626	1	Animalia	9315	Laniidae	2492854	Lanius minor	2	25.0	86400	4335
2016-05	1kmE5844N2626	1	Animalia	5285	Sylviidae	2492960	Sylvia curruca	2	25.0	86400	1970
2016-05	1kmE5844N2626	6	Plantae	2399	Viscaceae	2889828	Viscum album	1	25.0	86400	13
2016-05	1kmE5844N2626	1	Animalia	9322	Muscicapidae	5739317	Phoenicurus phoenicurus	1	25.0	86400	7555
2016-05	1kmE5844N2626	1	Animalia	5257	Motacillidae	9687165	Motacilla alba	1	25.0	86400	5086
2019-09	1kmE5844N2626	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	2	25.0	86400	7397
2021-04	1kmE5844N2638	1	Animalia	6100963	Phylloscopidae	2493052	Phylloscopus trochilus	1	5.0	86400	1656
2016-05	1kmE5844N2639	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	1000.0	86400	2550
2017-06	1kmE5844N2640	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	25.0	86400	2550
2019-07	1kmE5844N2648	1	Animalia	3685	Ardeidae	2480863	Nycticorax nycticorax	1	25.0	86400	7397
2017-06	1kmE5844N2648	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2017-06	1kmE5844N2648	1	Animalia	2986	Anatidae	2498259	Aythya nyroca	1	25.0	86400	12925
2015-08	1kmE5844N2649	1	Animalia	3685	Ardeidae	2480863	Nycticorax nycticorax	1	270.0	86400	7397
2015-08	1kmE5844N2649	1	Animalia	3685	Ardeidae	2480934	Ardea purpurea	1	270.0	86400	7397
2019-04	1kmE5844N2651	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	1000.0	86400	14306
2019-04	1kmE5844N2652	1	Animalia	6920	Syrphidae	1542830	Eristalinus aeneus	1	25.0	86400	361
2019-07	1kmE5844N2652	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
2023-05	1kmE5844N2652	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	5.0	86400	2550
2019-04	1kmE5844N2652	1	Animalia	3685	Ardeidae	2480934	Ardea purpurea	1	25.0	86400	7397
2017-07	1kmE5844N2652	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	2	25.0	86400	4836
2021-08	1kmE5844N2652	1	Animalia	2878	Aegithalidae	2495000	Aegithalos caudatus	1	1000.0	86400	368
2019-04	1kmE5844N2652	1	Animalia	9394	Acrididae	5099079	Acrotylus insubricus	1	25.0	86400	284
2017-07	1kmE5844N2652	1	Animalia	9316	Laridae	6065824	Chroicocephalus ridibundus	2	25.0	86400	8132
2017-07	1kmE5844N2652	1	Animalia	9316	Laridae	8028588	Ichthyaetus ichthyaetus	1	25.0	86400	8132
2019-04	1kmE5844N2652	1	Animalia	9417	Papilionidae	8225376	Papilio machaon	1	25.0	86400	402
2020-08	1kmE5844N2652	1	Animalia	9316	Laridae	9367409	Sterna hirundo	1	25.0	86400	8132
2019-07	1kmE5844N2652	1	Animalia	9316	Laridae	9367409	Sterna hirundo	1	25.0	86400	8132
2017-07	1kmE5844N2652	1	Animalia	9316	Laridae	9367409	Sterna hirundo	1	25.0	86400	8132
2017-07	1kmE5844N2652	1	Animalia	5257	Motacillidae	9687165	Motacilla alba	1	25.0	86400	5086
2024-09	1kmE5844N2652	1	Animalia	2986	Anatidae	9761484	Anas platyrhynchos	1	11.0	86400	12925
2006-06	1kmE5844N2657	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	1000.0	86400	2550
2019-05	1kmE5844N2657	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	15.0	86400	14306
2019-05	1kmE5844N2659	1	Animalia	3685	Ardeidae	2480906	Ardeola ralloides	1	25.0	86400	7397
2014-05	1kmE5844N2660	1	Animalia	2984	Alcedinidae	2475532	Alcedo atthis	1	25.0	86400	547
2017-06	1kmE5844N2660	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	25.0	86400	2550
2017-06	1kmE5844N2660	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2017-06	1kmE5844N2660	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2017-06	1kmE5844N2660	1	Animalia	9309	Cuculidae	5231918	Cuculus canorus	1	25.0	86400	779
2017-06	1kmE5844N2660	1	Animalia	5248	Hirundinidae	9515886	Hirundo rustica	1	25.0	86400	1891
2017-06	1kmE5844N2660	1	Animalia	5257	Motacillidae	9687165	Motacilla alba	1	25.0	86400	5086
2017-06	1kmE5844N2661	1	Animalia	9309	Cuculidae	5231918	Cuculus canorus	1	25.0	86400	779
2017-06	1kmE5844N2661	1	Animalia	3685	Ardeidae	9752617	Ardea alba	1	25.0	86400	7397
2017-06	1kmE5844N2662	1	Animalia	5268	Phalacrocoracidae	10095118	Microcarbo pygmaeus	1	25.0	86400	2816
2020-08	1kmE5845N2615	1	Animalia	2984	Alcedinidae	2475532	Alcedo atthis	1	25.0	86400	547
2020-05	1kmE5845N2615	1	Animalia	3685	Ardeidae	2480934	Ardea purpurea	1	25.0	86400	7397
2020-05	1kmE5845N2615	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2020-05	1kmE5845N2617	1	Animalia	6101019	Acrocephalidae	2493129	Acrocephalus schoenobaenus	1	25.0	86400	1020
2018-06	1kmE5845N2624	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	1000.0	86400	4836
2016-05	1kmE5845N2625	1	Animalia	3685	Ardeidae	2480863	Nycticorax nycticorax	1	25.0	86400	7397
2016-05	1kmE5845N2625	1	Animalia	2986	Anatidae	2498259	Aythya nyroca	2	25.0	86400	12925
2019-09	1kmE5845N2625	1	Animalia	9316	Laridae	6065824	Chroicocephalus ridibundus	1	25.0	86400	8132
2020-01	1kmE5845N2626	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	2	12.0	86400	2550
2017-05	1kmE5845N2626	1	Animalia	9329	Pelecanidae	2480353	Pelecanus crispus	1	271.0	86400	2550
2019-04	1kmE5845N2626	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	25.0	86400	12342
2016-05	1kmE5845N2626	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	25.0	86400	12342
2017-05	1kmE5845N2626	1	Animalia	3685	Ardeidae	2480934	Ardea purpurea	1	25.0	86400	7397
2016-05	1kmE5845N2626	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2022-02	1kmE5845N2626	1	Animalia	5268	Phalacrocoracidae	2481890	Phalacrocorax carbo	1	25.0	86400	2816
2017-05	1kmE5845N2626	1	Animalia	9344	Remizidae	2487385	Remiz pendulinus	1	25.0	86400	506
2017-05	1kmE5845N2626	1	Animalia	6100963	Phylloscopidae	2493052	Phylloscopus trochilus	1	25.0	86400	1656
2016-05	1kmE5845N2626	1	Animalia	6100825	Locustellidae	2493551	Locustella luscinioides	1	25.0	86400	258
2015-04	1kmE5845N2626	1	Animalia	2986	Anatidae	2498259	Aythya nyroca	1	5.0	86400	12925
2016-05	1kmE5845N2626	1	Animalia	2986	Anatidae	2498259	Aythya nyroca	3	25.0	86400	12925
2017-05	1kmE5845N2626	6	Plantae	7682	Amaryllidaceae	2860425	Leucojum aestivum	1	25.0	86400	12
2015-04	1kmE5845N2626	6	Plantae	7682	Amaryllidaceae	2860425	Leucojum aestivum	2	5.0	86400	12
2017-05	1kmE5845N2626	6	Plantae	4691	Euphorbiaceae	3064056	Euphorbia palustris	1	25.0	86400	14
2015-04	1kmE5845N2626	1	Animalia	9322	Muscicapidae	5739317	Phoenicurus phoenicurus	1	5.0	86400	7555
2016-05	1kmE5845N2626	1	Animalia	9316	Laridae	9367409	Sterna hirundo	1	25.0	86400	8132
2016-05	1kmE5845N2626	1	Animalia	5257	Motacillidae	9687165	Motacilla alba	1	25.0	86400	5086
2019-09	1kmE5845N2626	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	25.0	86400	7397
2024-07	1kmE5845N2639	1	Animalia	9329	Pelecanidae	2480350	Pelecanus onocrotalus	1	3.0	86400	2550
2017-06	1kmE5845N2646	1	Animalia	5240	Falconidae	2481035	Falco subbuteo	1	25.0	86400	4836
2017-06	1kmE5845N2646	1	Animalia	9344	Remizidae	2487385	Remiz pendulinus	1	25.0	86400	506
2017-06	1kmE5845N2646	1	Animalia	2986	Anatidae	2498259	Aythya nyroca	1	25.0	86400	12925
2015-08	1kmE5845N2649	1	Animalia	5465	Emydidae	8909809	Emys orbicularis	1	1000.0	86400	108
2015-08	1kmE5845N2650	1	Animalia	9307	Coraciidae	2475365	Coracias garrulus	1	25.0	86400	1682
